0 0 5
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 -5
0.01001 0.010101 5
0.01001 0.010101 2.46833
0.01001 0.010101 1.44932
0.01001 0.010101 0.955612
0.01001 0.010101 0.674784
0.01001 0.010101 0.494761
0.01001 0.010101 0.369677
0.01001 0.010101 0.278309
0.01001 0.010101 0.209576
0.01001 0.010101 0.157124
0.01001 0.010101 0.116876
0.01001 0.010101 0.086066
0.01001 0.010101 0.0626169
0.01001 0.010101 0.0449599
0.01001 0.010101 0.0318143
0.01001 0.010101 0.0221752
0.01001 0.010101 0.0152076
0.01001 0.010101 0.0102601
0.01001 0.010101 0.00680257
0.01001 0.010101 0.00443309
0.01001 0.010101 0.0028364
0.01001 0.010101 0.00178259
0.01001 0.010101 0.00109908
0.01001 0.010101 0.00066528
0.01001 0.010101 0.000394803
0.01001 0.010101 0.000229914
0.01001 0.010101 0.000131185
0.01001 0.010101 7.34266e-05
0.01001 0.010101 4.02436e-05
0.01001 0.010101 2.16298e-05
0.01001 0.010101 1.13769e-05
0.01001 0.010101 5.86656e-06
0.01001 0.010101 2.9587e-06
0.01001 0.010101 1.46247e-06
0.01001 0.010101 7.06583e-07
0.01001 0.010101 3.34498e-07
0.01001 0.010101 1.54681e-07
0.01001 0.010101 7.00687e-08
0.01001 0.010101 3.09834e-08
0.01001 0.010101 1.34174e-08
0.01001 0.010101 5.66771e-09
0.01001 0.010101 2.34409e-09
0.01001 0.010101 9.44937e-10
0.01001 0.010101 3.7286e-10
0.01001 0.010101 1.4328e-10
0.01001 0.010101 5.38777e-11
0.01001 0.010101 1.97054e-11
0.01001 0.010101 7.02874e-12
0.01001 0.010101 2.36607e-12
0.01001 0.010101 5.59455e-13
0.01001 0.010101 -5.59455e-13
0.01001 0.010101 -2.36607e-12
0.01001 0.010101 -7.02874e-12
0.01001 0.010101 -1.97054e-11
0.01001 0.010101 -5.38777e-11
0.01001 0.010101 -1.4328e-10
0.01001 0.010101 -3.7286e-10
0.01001 0.010101 -9.44937e-10
0.01001 0.010101 -2.34409e-09
0.01001 0.010101 -5.66771e-09
0.01001 0.010101 -1.34174e-08
0.01001 0.010101 -3.09834e-08
0.01001 0.010101 -7.00687e-08
0.01001 0.010101 -1.54681e-07
0.01001 0.010101 -3.34498e-07
0.01001 0.010101 -7.06583e-07
0.01001 0.010101 -1.46247e-06
0.01001 0.010101 -2.9587e-06
0.01001 0.010101 -5.86656e-06
0.01001 0.010101 -1.13769e-05
0.01001 0.010101 -2.16298e-05
0.01001 0.010101 -4.02436e-05
0.01001 0.010101 -7.34266e-05
0.01001 0.010101 -0.000131185
0.01001 0.010101 -0.000229914
0.01001 0.010101 -0.000394803
0.01001 0.010101 -0.00066528
0.01001 0.010101 -0.00109908
0.01001 0.010101 -0.00178259
0.01001 0.010101 -0.0028364
0.01001 0.010101 -0.00443309
0.01001 0.010101 -0.00680257
0.01001 0.010101 -0.0102601
0.01001 0.010101 -0.0152076
0.01001 0.010101 -0.0221752
0.01001 0.010101 -0.0318143
0.01001 0.010101 -0.0449599
0.01001 0.010101 -0.0626169
0.01001 0.010101 -0.086066
0.01001 0.010101 -0.116876
0.01001 0.010101 -0.157124
0.01001 0.010101 -0.209576
0.01001 0.010101 -0.278309
0.01001 0.010101 -0.369677
0.01001 0.010101 -0.494761
0.01001 0.010101 -0.674784
0.01001 0.010101 -0.955612
0.01001 0.010101 -1.44932
0.01001 0.010101 -2.46833
0.01001 0.010101 -5
0.02002 0.020202 5
0.02002 0.020202 3.42523
0.02002 0.020202 2.3758
0.02002 0.020202 1.70178
0.02002 0.020202 1.25309
0.02002 0.020202 0.939477
0.02002 0.020202 0.710961
0.02002 0.020202 0.539386
0.02002 0.020202 0.408246
0.02002 0.020202 0.3071
0.02002 0.020202 0.229013
0.02002 0.020202 0.168926
0.02002 0.020202 0.123083
0.02002 0.020202 0.0884535
0.02002 0.020202 0.0626538
0.02002 0.020202 0.0436899
0.02002 0.020202 0.0299852
0.02002 0.020202 0.0202331
0.02002 0.020202 0.0134237
0.02002 0.020202 0.0087473
0.02002 0.020202 0.00560029
0.02002 0.020202 0.00351873
0.02002 0.020202 0.00217093
0.02002 0.020202 0.00131354
0.02002 0.020202 0.00078005
0.02002 0.020202 0.000454007
0.02002 0.020202 0.000259249
0.02002 0.020202 0.000145001
0.02002 0.020202 7.95416e-05
0.02002 0.020202 4.27134e-05
0.02002 0.020202 2.24889e-05
0.02002 0.020202 1.15842e-05
0.02002 0.020202 5.84889e-06
0.02002 0.020202 2.88746e-06
0.02002 0.020202 1.39686e-06
0.02002 0.020202 6.60316e-07
0.02002 0.020202 3.05797e-07
0.02002 0.020202 1.3829e-07
0.02002 0.020202 6.12521e-08
0.02002 0.020202 2.64744e-08
0.02002 0.020202 1.12044e-08
0.02002 0.020202 4.62388e-09
0.02002 0.020202 1.86796e-09
0.02002 0.020202 7.35247e-10
0.02002 0.020202 2.83222e-10
0.02002 0.020202 1.06201e-10
0.02002 0.020202 3.8949e-11
0.02002 0.020202 1.38486e-11
0.02002 0.020202 4.67704e-12
0.02002 0.020202 1.09987e-12
0.02002 0.020202 -1.09987e-12
0.02002 0.020202 -4.67704e-12
0.02002 0.020202 -1.38486e-11
0.02002 0.020202 -3.8949e-11
0.02002 0.020202 -1.06201e-10
0.02002 0.020202 -2.83222e-10
0.02002 0.020202 -7.35247e-10
0.02002 0.020202 -1.86796e-09
0.02002 0.020202 -4.62388e-09
0.02002 0.020202 -1.12044e-08
0.02002 0.020202 -2.64744e-08
0.02002 0.020202 -6.12521e-08
0.02002 0.020202 -1.3829e-07
0.02002 0.020202 -3.05797e-07
0.02002 0.020202 -6.60316e-07
0.02002 0.020202 -1.39686e-06
0.02002 0.020202 -2.88746e-06
0.02002 0.020202 -5.84889e-06
0.02002 0.020202 -1.15842e-05
0.02002 0.020202 -2.24889e-05
0.02002 0.020202 -4.27134e-05
0.02002 0.020202 -7.95416e-05
0.02002 0.020202 -0.000145001
0.02002 0.020202 -0.000259249
0.02002 0.020202 -0.000454007
0.02002 0.020202 -0.00078005
0.02002 0.020202 -0.00131354
0.02002 0.020202 -0.00217093
0.02002 0.020202 -0.00351873
0.02002 0.020202 -0.00560029
0.02002 0.020202 -0.0087473
0.02002 0.020202 -0.0134237
0.02002 0.020202 -0.0202331
0.02002 0.020202 -0.0299852
0.02002 0.020202 -0.0436899
0.02002 0.020202 -0.0626538
0.02002 0.020202 -0.0884535
0.02002 0.020202 -0.123083
0.02002 0.020202 -0.168926
0.02002 0.020202 -0.229013
0.02002 0.020202 -0.3071
0.02002 0.020202 -0.408246
0.02002 0.020202 -0.539386
0.02002 0.020202 -0.710961
0.02002 0.020202 -0.939477
0.02002 0.020202 -1.25309
0.02002 0.020202 -1.70178
0.02002 0.020202 -2.3758
0.02002 0.020202 -3.42523
