0 0 54.7239 0
0.0502513 0 54.7166 0
0.100503 0 54.702 0
0.150754 0 54.68 0
0.201005 0 54.6506 0
0.251256 0 54.6138 0
0.301508 0 54.5697 0
0.351759 0 54.518 0
0.40201 0 54.4589 0
0.452261 0 54.3922 0
0.502513 0 54.3179 0
0.552764 0 54.2359 0
0.603015 0 54.1461 0
0.653266 0 54.0485 0
0.703518 0 53.943 0
0.753769 0 53.8295 0
0.80402 0 53.7079 0
0.854271 0 53.5781 0
0.904523 0 53.44 0
0.954774 0 53.2934 0
1.00503 0 53.1383 0
1.05528 0 52.9745 0
1.10553 0 52.8019 0
1.15578 0 52.6204 0
1.20603 0 52.4297 0
1.25628 0 52.2297 0
1.30653 0 52.0204 0
1.35678 0 51.8014 0
1.40704 0 51.5727 0
1.45729 0 51.3341 0
1.50754 0 51.0853 0
1.55779 0 50.8262 0
1.60804 0 50.5566 0
1.65829 0 50.2764 0
1.70854 0 49.9852 0
1.75879 0 49.6829 0
1.80905 0 49.3693 0
1.8593 0 49.0442 0
1.90955 0 48.7073 0
1.9598 0 48.3584 0
2.01005 0 47.9974 0
2.0603 0 47.6239 0
2.11055 0 47.2378 0
2.1608 0 46.8388 0
2.21106 0 46.4266 0
2.26131 0 46.0012 0
2.31156 0 45.5621 0
2.36181 0 45.1093 0
2.41206 0 44.6424 0
2.46231 0 44.1613 0
2.51256 0 43.6658 0
2.56281 0 43.1555 0
2.61307 0 42.6304 0
2.66332 0 42.0902 0
2.71357 0 41.5347 0
2.76382 0 40.9638 0
2.81407 0 40.3772 0
2.86432 0 39.7748 0
2.91457 0 39.1565 0
2.96482 0 38.5221 0
3.01508 0 37.8714 0
3.06533 0 37.2044 0
3.11558 0 36.5211 0
3.16583 0 35.8212 0
3.21608 0 35.1048 0
3.26633 0 34.3719 0
3.31658 0 33.6223 0
3.36683 0 32.8562 0
3.41709 0 32.0736 0
3.46734 0 31.2745 0
3.51759 0 30.459 0
3.56784 0 29.6273 0
3.61809 0 28.7795 0
3.66834 0 27.9157 0
3.71859 0 27.0362 0
3.76884 0 26.1412 0
3.8191 0 25.2309 0
3.86935 0 24.3057 0
3.9196 0 23.3659 0
3.96985 0 22.4118 0
4.0201 0 21.4438 0
4.07035 0 20.4624 0
4.1206 0 19.468 0
4.17085 0 18.4611 0
4.22111 0 17.4422 0
4.27136 0 16.4117 0
4.32161 0 15.3704 0
4.37186 0 14.3188 0
4.42211 0 13.2575 0
4.47236 0 12.1871 0
4.52261 0 11.1084 0
4.57286 0 10.022 0
4.62312 0 8.92856 0
4.67337 0 7.82891 0
4.72362 0 6.72376 0
4.77387 0 5.61387 0
4.82412 0 4.5 0
4.87437 0 3.38295 0
4.92462 0 2.2635 0
4.97487 0 1.14245 0
5.02513 0 0.020611 0
5.07538 0 -1.10122 0
5.12563 0 -2.22224 0
5.17588 0 -3.34164 0
5.22613 0 -4.45863 0
5.27638 0 -5.5724 0
5.32663 0 -6.68219 0
5.37688 0 -7.78722 0
5.42714 0 -8.88672 0
5.47739 0 -9.97995 0
5.52764 0 -11.0662 0
5.57789 0 -12.1447 0
5.62814 0 -13.2149 0
5.67839 0 -14.2759 0
5.72864 0 -15.3273 0
5.77889 0 -16.3683 0
5.82915 0 -17.3984 0
5.8794 0 -18.417 0
5.92965 0 -19.4236 0
5.9799 0 -20.4176 0
6.03015 0 -21.3986 0
6.0804 0 -22.3662 0
6.13065 0 -23.3198 0
6.1809 0 -24.2591 0
6.23116 0 -25.1838 0
6.28141 0 -26.0935 0
6.33166 0 -26.988 0
6.38191 0 -27.8669 0
6.43216 0 -28.7301 0
6.48241 0 -29.5773 0
6.53266 0 -30.4083 0
6.58291 0 -31.2231 0
6.63317 0 -32.0215 0
6.68342 0 -32.8033 0
6.73367 0 -33.5686 0
6.78392 0 -34.3173 0
6.83417 0 -35.0494 0
6.88442 0 -35.7649 0
6.93467 0 -36.4638 0
6.98492 0 -37.1462 0
7.03518 0 -37.8122 0
7.08543 0 -38.4618 0
7.13568 0 -39.0951 0
7.18593 0 -39.7123 0
7.23618 0 -40.3135 0
7.28643 0 -40.8989 0
7.33668 0 -41.4685 0
7.38693 0 -42.0227 0
7.43719 0 -42.5616 0
7.48744 0 -43.0853 0
7.53769 0 -43.594 0
7.58794 0 -44.0881 0
7.63819 0 -44.5676 0
7.68844 0 -45.0328 0
7.73869 0 -45.484 0
7.78894 0 -45.9213 0
7.8392 0 -46.345 0
7.88945 0 -46.7552 0
7.9397 0 -47.1523 0
7.98995 0 -47.5365 0
8.0402 0 -47.9079 0
8.09045 0 -48.2668 0
8.1407 0 -48.6135 0
8.19095 0 -48.9481 0
8.24121 0 -49.2709 0
8.29146 0 -49.5821 0
8.34171 0 -49.8818 0
8.39196 0 -50.1704 0
8.44221 0 -50.448 0
8.49246 0 -50.7148 0
8.54271 0 -50.971 0
8.59296 0 -51.2169 0
8.64322 0 -51.4525 0
8.69347 0 -51.678 0
8.74372 0 -51.8938 0
8.79397 0 -52.0998 0
8.84422 0 -52.2963 0
8.89447 0 -52.4834 0
8.94472 0 -52.6613 0
8.99498 0 -52.8301 0
9.04523 0 -52.9899 0
9.09548 0 -53.141 0
9.14573 0 -53.2834 0
9.19598 0 -53.4172 0
9.24623 0 -53.5425 0
9.29648 0 -53.6596 0
9.34673 0 -53.7683 0
9.39699 0 -53.8689 0
9.44724 0 -53.9614 0
9.49749 0 -54.046 0
9.54774 0 -54.1226 0
9.59799 0 -54.1914 0
9.64824 0 -54.2524 0
9.69849 0 -54.3056 0
9.74874 0 -54.3512 0
9.799 0 -54.3891 0
9.84925 0 -54.4193 0
9.8995 0 -54.442 0
9.94975 0 -54.4571 0
10 0 -54.4647 0
0 0.0502513 54.7313 0
0.0502513 0.0502513 54.724 0.310781
0.100503 0.0502513 54.7093 0.427387
0.150754 0.0502513 54.6873 0.558708
0.201005 0.0502513 54.658 0.696797
0.251256 0.0502513 54.6213 0.838681
0.301508 0.0502513 54.5771 0.983106
0.351759 0.0502513 54.5255 1.12951
0.40201 0.0502513 54.4664 1.27763
0.452261 0.0502513 54.3998 1.42737
0.502513 0.0502513 54.3256 1.57872
0.552764 0.0502513 54.2436 1.73171
0.603015 0.0502513 54.1539 1.88639
0.653266 0.0502513 54.0565 2.04287
0.703518 0.0502513 53.951 2.20123
0.753769 0.0502513 53.8376 2.36157
0.80402 0.0502513 53.7161 2.52401
0.854271 0.0502513 53.5864 2.68866
0.904523 0.0502513 53.4484 2.85563
0.954774 0.0502513 53.302 3.02505
1.00503 0.0502513 53.147 3.19703
1.05528 0.0502513 52.9834 3.37169
1.10553 0.0502513 52.8109 3.54916
1.15578 0.0502513 52.6295 3.72956
1.20603 0.0502513 52.4389 3.91299
1.25628 0.0502513 52.2392 4.09959
1.30653 0.0502513 52.03 4.28946
1.35678 0.0502513 51.8112 4.48273
1.40704 0.0502513 51.5826 4.67951
1.45729 0.0502513 51.3442 4.87989
1.50754 0.0502513 51.0956 5.08401
1.55779 0.0502513 50.8367 5.29194
1.60804 0.0502513 50.5673 5.5038
1.65829 0.0502513 50.2873 5.71969
1.70854 0.0502513 49.9963 5.93968
1.75879 0.0502513 49.6942 6.16387
1.80905 0.0502513 49.3809 6.39234
1.8593 0.0502513 49.0559 6.62515
1.90955 0.0502513 48.7193 6.86238
1.9598 0.0502513 48.3706 7.10407
2.01005 0.0502513 48.0098 7.35028
2.0603 0.0502513 47.6366 7.60105
2.11055 0.0502513 47.2507 7.8564
2.1608 0.0502513 46.8519 8.11634
2.21106 0.0502513 46.44 8.3809
2.26131 0.0502513 46.0147 8.65004
2.31156 0.0502513 45.5759 8.92377
2.36181 0.0502513 45.1233 9.20202
2.41206 0.0502513 44.6567 9.48477
2.46231 0.0502513 44.1758 9.77193
2.51256 0.0502513 43.6805 10.0634
2.56281 0.0502513 43.1704 10.3591
2.61307 0.0502513 42.6455 10.6589
2.66332 0.0502513 42.1055 10.9627
2.71357 0.0502513 41.5502 11.2703
2.76382 0.0502513 40.9794 11.5814
2.81407 0.0502513 40.393 11.896
2.86432 0.0502513 39.7908 12.2137
2.91457 0.0502513 39.1726 12.5343
2.96482 0.0502513 38.5383 12.8576
3.01508 0.0502513 37.8877 13.1832
3.06533 0.0502513 37.2209 13.5107
3.11558 0.0502513 36.5376 13.8399
3.16583 0.0502513 35.8378 14.1704
3.21608 0.0502513 35.1214 14.5017
3.26633 0.0502513 34.3884 14.8334
3.31658 0.0502513 33.6389 15.1651
3.36683 0.0502513 32.8727 15.4963
3.41709 0.0502513 32.0901 15.8265
3.46734 0.0502513 31.2909 16.1551
3.51759 0.0502513 30.4753 16.4818
3.56784 0.0502513 29.6434 16.8058
3.61809 0.0502513 28.7954 17.1266
3.66834 0.0502513 27.9314 17.4437
3.71859 0.0502513 27.0517 17.7564
3.76884 0.0502513 26.1564 18.0641
3.8191 0.0502513 25.2458 18.3663
3.86935 0.0502513 24.3203 18.6622
3.9196 0.0502513 23.3801 18.9513
3.96985 0.0502513 22.4257 19.233
4.0201 0.0502513 21.4573 19.5065
4.07035 0.0502513 20.4754 19.7713
4.1206 0.0502513 19.4805 20.0268
4.17085 0.0502513 18.4731 20.2724
4.22111 0.0502513 17.4536 20.5075
4.27136 0.0502513 16.4226 20.7315
4.32161 0.0502513 15.3807 20.9439
4.37186 0.0502513 14.3285 21.1441
4.42211 0.0502513 13.2665 21.3316
4.47236 0.0502513 12.1955 21.506
4.52261 0.0502513 11.1161 21.6668
4.57286 0.0502513 10.0289 21.8136
4.62312 0.0502513 8.93481 21.946
4.67337 0.0502513 7.83441 22.0636
4.72362 0.0502513 6.7285 22.1662
4.77387 0.0502513 5.61784 22.2535
4.82412 0.0502513 4.50319 22.3251
4.87437 0.0502513 3.38534 22.381
4.92462 0.0502513 2.2651 22.421
4.97487 0.0502513 1.14325 22.445
5.02513 0.0502513 0.0206019 22.4528
5.07538 0.0502513 -1.10204 22.4446
5.12563 0.0502513 -2.22386 22.4202
5.17588 0.0502513 -3.34405 22.3799
5.22613 0.0502513 -4.46183 22.3236
5.27638 0.0502513 -5.57639 22.2515
5.32663 0.0502513 -6.68695 22.1639
5.37688 0.0502513 -7.79274 22.061
5.42714 0.0502513 -8.89299 21.9429
5.47739 0.0502513 -9.98695 21.8101
5.52764 0.0502513 -11.0739 21.6629
5.57789 0.0502513 -12.1531 21.5017
5.62814 0.0502513 -13.2239 21.3269
